Molecule_name,Bioavailability,ACD_logS_Intrinsic,ACD_LogP,ACD_MW,ACD_PSA,ACD_FRB,ACD_Rule_Of_5,ACD_LogD_3,ACD_LogD_4,Num_H_Donors,Num_H_Acceptors,Num_H_total,Molecular_Volume,Molecular_SurfaceArea,RadOfGyration,ACD_LogD_2**2,ACD_LogD_3**2,ACD_MW**2,canonical_smiles
Cimetropium,2,-0.27000001,-2.23,358.45001,59.060001,8,0,-2.23,-2.23,1,4,5,257.92999,334.03,4.240737,4.9728999,4.9728999,128486.41,C[N+]1([C@@H]2CC(C[C@H]1[C@@H]3[C@H]2O3)OC(=O)[C@H](CO)c4ccccc4)CC5CC5
Naloxone,2,-2.1800001,1.45,327.37,70,4,0,0.94999999,1.34,2,5,7,217.8,292.34,3.5642629,0.010000001,0.90249997,107171.12,C=CC[N@@]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O
Ergotamine,2,-5.2199998,3.5799999,581.65997,118.21,5,2,2.46,3.1700001,3,6,9,377.29001,525.26001,5.8779149,2.3408999,6.0516,338328.31,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)Cc4ccccc4)NC(=O)[C@H]5C[N@]([C@@H]6Cc7c[nH]c8c7c(ccc8)C6=C5)C
TRH,2,-1.6799999,-3.01,362.38,150.28,6,2,-3.6500001,-3.1700001,4,5,9,222.94,350.47,3.9708049,20.340101,13.3225,131319.27,c1c(nc[nH]1)C[C@@H](C(=O)N2CCC[C@@H]2C(=O)N)NC(=O)[C@@H]3CCC(=O)N3
Olsalazine,2,-4.1500001,3.9400001,302.23999,139.78,6,0,-0.20999999,-0.20999999,4,8,12,175.27,283.39001,4.4771466,0.044099998,0.044099998,91349.008,c1cc(c(cc1/N=N/c2ccc(c(c2)C(=O)O)O)C(=O)O)O
Raloxifene,2,-5.5500002,6.8000002,473.57999,98.239998,9,1,4.6700001,5.4899998,2,5,7,312.12,440.51001,5.6504874,15.681601,21.808901,224278,c1cc(ccc1c2c(c3ccc(cc3s2)O)C(=O)c4ccc(cc4)OCCN5CCCCC5)O
Nandrolone,2.24,-6.7399998,5.9699998,406.56,43.369999,5,1,5.9699998,5.9699998,0,3,3,291.20001,386.01001,5.2811618,35.640896,35.640896,165291.03,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCc4ccccc4)CCC5=CC(=O)CC[C@H]35
Aliskiren,2.5,-3.8399999,2.74,551.76001,146.13,21,2,-0.28,0.067900002,4,7,11,407.14001,613.53003,5.9837775,0.12249999,0.078400001,304439.09,CC(C)[C@@H](Cc1ccc(c(c1)OCCCOC)OC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N
Tiotropium,2.5,-0.51999998,-0.79000002,392.51001,115.54,6,0,-0.79000002,-0.77999997,1,4,5,261.70001,353.38,3.9583824,0.62410003,0.62410003,154064.11,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(c4cccs4)(c5cccs5)O)C
Fluphenazine,2.7,-4.1100001,4.0599999,437.51999,55.25,7,0,3.48,3.9300001,1,5,6,288.79999,394.47,5.114018,6.7599993,12.1104,191423.73,c1ccc2c(c1)N(c3cc(ccc3S2)C(F)(F)F)CCCN4CCN(CC4)CCO
Ipratropium,3,-0.20999999,-2.21,332.45999,46.529999,7,0,-2.21,-2.21,1,3,4,244.21001,339.44,3.9334247,4.8841,4.8841,110529.65,CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)c3ccccc3)C
Amphotericin_B,3,-1.4,1.0700001,940.08002,339.84,15,3,-1.4400001,-1.51,13,19,32,636.26001,937.78003,6.7422452,2.0736001,2.0736001,883750.44,C[C@@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C\[C@@](C[C@@H]2[C@H]([C@H](C[C@@](O2)(C[C@@H](C[C@@H]([C@H](CC[C@@H](C[C@@H](CC(=O)O[C@@H]([C@H]([C@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)(O)OC3[C@H]([C@@H]([C@H]([C@@H](O3)C)O)N)O
Neomycin,3,0.2,-4.4099998,628.66998,353.10999,23,3,-11.7,-10.9,13,19,32,409.88,610.73999,5.5588355,150.55292,136.89,395225.94,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OC[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N
Cromoglycate,3,-5.3099999,2.3,468.37,165.89,9,1,-2.45,-2.45,3,11,14,275.42001,415.01001,5.024437,5.9536004,6.0025001,219370.45,c1cc2c(c(c1)OCC(COc3cccc4c3c(=O)cc(o4)C(=O)O)O)c(=O)cc(o2)C(=O)O
Coumarin,3,-1.49,1.39,146.14,26.299999,0,0,1.39,1.39,0,2,2,89.519997,133.31,2.6079311,1.9320999,1.9320999,21356.9,c1ccc2c(c1)ccc(=O)o2
Nedocromil,3,-5.71,2.76,371.34,121.21,5,0,-1.99,-1.99,2,8,10,233.23,348.59,3.9970937,3.8025002,3.9600999,137893.39,CCCc1c2c(cc3c1oc(cc3=O)C(=O)O)c(=O)cc(n2CC)C(=O)O
Mesterolone,3,-4.75,4.2399998,304.47,37.299999,1,0,4.2399998,4.2399998,1,2,3,234.25999,304.10999,3.610476,17.977598,17.977598,92701.984,C[C@H]1CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C
Norepinephrine,3,0.57999998,-0.88,169.17999,86.709999,6,1,-3.24,-2.4400001,4,4,8,109.75,175.59,2.8701632,14.5924,10.4976,28621.869,c1cc(c(cc1[C@H](CN)O)O)O
Estradiol_17-valerate,3,-6.54,6.6199999,356.5,46.529999,6,1,6.6199999,6.6199999,1,3,4,263.76001,349.16,4.8365927,43.824398,43.824398,127092.25,CCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCc4c3ccc(c4)O)C
Latamoxef,3,-4.25,0.87,520.46997,234.42999,10,2,-3.8599999,-3.8800001,4,13,17,314.17999,473.07999,4.6591072,11.56,14.899599,270889,Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)[C@@H](c4ccc(cc4)O)C(=O)O)OC)OC2)C(=O)O
Pentosan Polysulfate,3,-3.77,-1.5599999,602.5,356.07001,12,3,-8.0600004,-8.0600004,6,21,27,305.60999,469.94,4.4008327,64.963608,64.963608,363006.25,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O
Prifinium_bromide,3,-0.61000001,1.6799999,306.45999,0,4,0,1.6799999,1.6799999,0,0,0,237.69,325.92999,3.869216,2.8223999,2.8223999,93917.727,CC[N+]1(CCC(=C(c2ccccc2)c3ccccc3)[C@H]1C)CC
Saquinavir,4,-5.3000002,4.4400001,670.84003,166.75,14,3,3.3,4.02,5,7,12,460.98999,666.12,6.2899299,5.6168995,10.889999,450026.34,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[N@@]1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O
Testosterone,4,-4.3600001,3.48,288.42001,37.299999,1,0,3.48,3.48,1,2,3,216.08,283.54999,3.4635792,12.1104,12.1104,83186.102,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C
Ganciclovir,4,-3.01,-1.29,254.24001,122.1,7,1,-1.29,-1.29,4,6,10,159.49001,250.53999,3.874151,1.8769,1.6640999,64637.98,c1cn(c2c1c(=O)[nH]c(n2)N)COC(CO)CO
Triprolidine,4,-3.05,4.2199998,278.39001,16.129999,4,0,1.89,2.72,0,2,2,199.96001,285.07001,4.0713673,1.5876,3.5720999,77501,Cc1ccc(cc1)/C(=C\CN2CCCC2)/c3ccccn3
Selegiline,4.4000001,-2.4400001,2.95,187.28,3.24,4,0,1.89,2.5799999,0,1,1,147.14,211,3.404726,0.90249997,3.5720999,35073.797,C[C@H](Cc1ccccc1)[N@](C)CC#C
Nicergoline,5,-4.4699998,4.3400002,484.39001,56.59,5,0,3.04,3.8099999,0,5,5,303.20999,425.57999,4.9515009,4.4943995,9.2416,234633.69,Cn1cc2c3c1cccc3[C@]4(C[C@H](C[N@]([C@@H]4C2)C)COC(=O)c5cc(cnc5)Br)OC
Astemizole,5,-6.3299999,5.8000002,458.57001,42.32,7,1,2.9400001,4.02,1,4,5,316.57999,438.03,6.1489506,3.8416002,8.6436005,210286.45,COc1ccc(cc1)CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(cc5)F
Nisoldipine,5,-5,4.3800001,388.41,110.45,8,0,4.3800001,4.3800001,1,7,8,263.07999,394.57999,4.0571947,19.184401,19.184401,150862.33,CC1=C([C@H](C(=C(N1)C)C(=O)OCC(C)C)c2ccccc2[N+](=O)[O-])C(=O)OC
Tetrabenazine,5,-3.3399999,3.48,317.42001,38.77,4,0,3.2,3.4300001,0,4,4,236.66,323.82999,4.4980726,6.1504002,10.240001,100755.47,CC(C)C[C@H]1C[N@@]2CCc3cc(c(cc3[C@@H]2CC1=O)OC)OC
Lovastatin,5,-4.5599999,4.0700002,404.54001,72.830002,8,0,4.0700002,4.0700002,1,5,6,297.38,403.95001,4.2022429,16.564901,16.564901,163652.63,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
Melagatran,5,-3.6300001,1.08,429.51001,148.61,9,1,-2.25,-1.84,5,6,11,285.37,427.53,5.3784108,5.7121005,5.0625,184478.84,[H]/N=C(/c1ccc(cc1)CNC(=O)[C@@H]2CCN2C(=O)[C@@H](C3CCCCC3)NCC(=O)O)\N
Desogestrel,5,-6.2600002,6.5900002,310.47,20.23,2,1,6.5900002,6.5900002,1,1,2,233.23,304.95999,3.7857826,43.428101,43.428101,96391.625,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34
Norfenefrine,5,0.18000001,-0.28,153.17999,66.480003,5,0,-2.71,-1.92,3,3,6,104.61,162.31,2.7563238,10.4976,7.3441,23464.109,c1cc(cc(c1)O)[C@@H](CN)O
Estradiol,5,-4.9499998,4.1300001,272.38,40.459999,2,0,4.1300001,4.1300001,2,2,4,196.88,259.32999,3.5964451,17.0569,17.0569,74190.867,C[C@]12CC[C@H]3c4ccc(cc4CC[C@@H]3[C@@H]1CC[C@@H]2O)O
Etidronate,5,0.61000001,-3.53,206.03,154.91,3,1,-8.4499998,-8.8599997,5,7,12,111.13,182.98,2.3701303,65.772095,71.402496,42448.359,CC(O)(P(=O)(O)O)P(=O)(O)O
Cidofovir,5,0.0217,-3.3699999,279.19,155.49001,7,1,-6.9400001,-7.3099999,4,8,12,161.89,265.32999,3.6027579,44.2225,48.163601,77947.055,c1cn(c(=O)nc1N)C[C@@H](CO)OCP(=O)(O)O
Probucol,5,-8.1599998,10.27,516.84003,91.059998,10,2,10.27,10.27,2,4,6,412.28,589.25,5.3315959,105.47291,105.47291,267123.63,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)SC(C)(C)Sc2cc(c(c(c2)C(C)(C)C)O)C(C)(C)C
Amdinocillin,5,-3.3099999,1.59,325.42999,98.510002,2,0,-0.91000003,-0.94,1,6,7,224.66,317.23999,4.6338763,0.82810003,0.82810003,105904.68,CC1([C@H](N2[C@@H](S1)[C@@H](C2=O)/N=C/N3CCCCCC3)C(=O)O)C
Acetylcysteine,5,-0.47999999,-0.15000001,163.19,105.2,4,0,-3.5799999,-3.8499999,3,4,7,109.07,173.05,2.4904253,7.9523997,12.8164,26630.977,CC(=O)N[C@H](CS)C(=O)O
Calcipotriol,5.5,-5.6300001,5.4299998,412.60001,60.689999,8,1,5.4299998,5.4299998,3,3,6,308.01001,415.23999,5.4752541,29.484898,29.484898,170238.77,C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C
Fenoldopam,6,-2.1700001,1.72,305.76001,72.720001,4,0,-0.85000002,-0.13,4,4,8,195.5,280.04999,3.6315498,1.6384,0.72250003,93489.18,c1cc(ccc1[C@H]2CNCCc3c2cc(c(c3Cl)O)O)O
Tiludronate,6,-2.9000001,-0.31999999,318.60999,159.98,4,0,-5.3699999,-5.71,4,7,11,178.35001,260.07999,3.4374478,24.502499,28.836899,101512.32,c1cc(ccc1SC(P(=O)(O)O)P(=O)(O)O)Cl
Oxybutynin,6,-4.6599998,5.1900001,357.48999,49.77,10,1,3.46,4.29,1,4,5,268.91,374.45999,4.3373785,6.7599993,11.971601,127799.09,CCN(CC)CC#CCOC(=O)[C@@](c1ccccc1)(C2CCCCC2)O
Voglibose,6,0.23,-2.3599999,267.28,153.64,12,1,-3.4000001,-2.71,8,8,16,171.84,269.57999,3.3022699,18.748899,11.56,71438.602,C1[C@@H]([C@@H]([C@H]([C@@H]([C@]1(CO)O)O)O)O)NC(CO)CO
Alvimopan,6,-3.25,3.3699999,424.53,89.870003,9,0,0.87,0.85000002,3,5,8,297.38,428.73999,4.7821779,0.75690001,0.75690001,180225.72,C[C@H]1C[N@](CC[C@@]1(C)c2cccc(c2)O)C[C@H](Cc3ccccc3)C(=O)NCC(=O)O
Halofantrine,6.3000002,-7.9200001,8.7200003,500.42001,23.469999,11,2,6.0300002,6.7399998,1,2,3,333.73001,465.53,5.3718338,32.262398,36.360901,250420.19,CCCCN(CCCC)CC[C@H](c1cc2c(cc(cc2Cl)Cl)c3c1ccc(c3)C(F)(F)F)O
Paclitaxel,6.5,-7.25,7.3800001,853.90997,221.28999,17,3,7.3800001,7.3800001,4,14,18,563.89001,805.60999,5.4470496,54.464401,54.464401,729162.25,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](c5ccccc5)NC(=O)c6ccccc6)O)O)OC(=O)c7ccccc7)(CO4)OC(=O)C)O)C)OC(=O)C
Vinpocetine,6.6999998,-5.7199998,5.5999999,348.44,34.470001,4,1,5.5300002,5.5900002,0,3,3,242.14999,327.94,3.9461691,26.522501,30.580902,121410.44,CC[C@@]12CCCN3[C@@H]1c4c(c5ccccc5n4C(=C2)C(=O)OCC)C=C3
Proscillaridin,7,-4.5300002,3.9000001,530.65002,125.68,7,1,3.9000001,3.9000001,4,8,12,364.95001,497.23001,5.2488947,15.210001,15.210001,281589.44,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)c6ccc(=O)oc6)C)C)O)O)O
Xamoterol,7,-2.0699999,-0.49000001,339.39001,103.29,10,0,-2.4000001,-1.5599999,4,6,10,225.35001,339.82001,5.6773758,10.240001,5.7600002,115185.59,c1cc(ccc1O)OC[C@@H](CNCCNC(=O)N2CCOCC2)O
Praziquantel,7,-3.5999999,2.4400001,312.41,40.619999,1,0,2.4400001,2.4400001,0,2,2,218.49001,297.48001,4.2465258,5.9536004,5.9536004,97600.008,c1ccc2c(c1)CCN3[C@H]2CN(CC3=O)C(=O)C4CCCCC4
Proquazone,7,-3.8699999,3.1300001,278.35001,32.669998,2,0,3.1300001,3.1300001,0,2,2,192.42,279.14001,3.9806042,9.7969007,9.7969007,77478.727,Cc1ccc2c(c1)n(c(=O)nc2c3ccccc3)C(C)C
Oxalic_acid,7,0.56999999,-1.1900001,90.029999,74.599998,1,0,-5.9200001,-5.9400001,2,4,6,46.299999,91.279999,1.7900718,32.489998,35.046402,8105.4009,C(=O)(C(=O)O)O
Mannitol,7,0.74000001,-4.6700001,182.17,121.38,11,1,-4.6700001,-4.6700001,6,6,12,116.96,192.5,2.5820782,21.808901,21.808901,33185.91,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
Dixyrazine,7,-3.54,3.4100001,427.60001,64.480003,10,0,2.8499999,3.28,1,6,7,302.85999,418.48001,5.3927345,3.8809001,8.1224995,182841.77,C[C@@H](CN1CCN(CC1)CCOCCO)CN2c3ccccc3Sc4c2cccc4
Pyridostigmine,7.5999999,0.38999999,-4.3099999,181.21001,33.419998,2,0,-4.3099999,-4.3099999,0,2,2,125.53,199.85001,3.476922,18.576099,18.576099,32837.066,C[n+]1cccc(c1)OC(=O)N(C)C
Epanolol,8,-2.23,0.5,369.41,114.61,12,0,-0.91000003,-0.12,4,6,10,244.89999,373.87,5.4202204,3.3489001,0.82810003,136463.75,c1ccc(c(c1)C#N)OC[C@@H](CNCCNC(=O)Cc2ccc(cc2)O)O
Alprenolol,8,-2.04,2.8800001,249.35001,41.490002,9,0,0.28,1.04,2,3,5,186.59,271.12,3.8265417,0.016899999,0.078400001,62175.426,CC(C)NC[C@@H](COc1ccccc1CC=C)O
Femoxetine,8,-3.47,3.96,311.42001,21.700001,5,0,1.59,2.4000001,0,3,3,220.89,314.22,4.385951,1.0403999,2.5281,96982.422,C[N@@]1CC[C@@H]([C@H](C1)COc2ccc(cc2)OC)c3ccccc3
Irinotecan,8,-5.6700001,3.24,588.69,111.98,6,2,0.47999999,1.54,1,8,9,396.85001,548.62,7.4195786,0.30250001,0.2304,346555.91,CCC1=C2Cn3c(cc4c(c3=O)COC(=O)[C@@]4(CC)O)C2=N[C@@H]5[C@@H]1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
Uridine,8,-1.3200001,-1.55,244.2,122.82,5,0,-4.0500002,-4.0700002,4,7,11,143.37,226.61,3.197258,16.402502,16.402502,59633.637,c1cn(c(=O)nc1O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
Ibutilide,8,-3.01,4.1700001,384.57999,78.019997,14,0,1.24,1.75,2,4,6,280.23001,402.91,6.0776567,1.1881001,1.5376,147901.77,CCCCCCC[N@@](CC)CCC[C@@H](c1ccc(cc1)NS(=O)(=O)C)O
Meptazinol,9,-2.23,3.7,233.35001,23.469999,3,0,0.94,1.61,1,2,3,176.3,252.14999,3.2398274,0.42249995,0.8836,54452.227,CC[C@]1(CCCC[N@](C1)C)c2cccc(c2)O
Foscarnet,9,0.72000003,-2.53,126.01,104.64,1,0,-7.3299999,-7.54,3,5,8,63.110001,109.81,2.1071577,52.998402,53.728897,15878.521,C(=O)(O)P(=O)(O)O
Quetiapine,9,-3.5799999,1.5700001,383.51001,73.599998,7,0,1.4400001,1.55,1,6,7,264.45001,365.57999,5.1603785,0.79209995,2.0736001,147079.92,c1ccc2c(c1)C(=Nc3ccccc3S2)N4CCN(CC4)CCOCCO
Zotepine,10,-4.98,6.5700002,331.85999,37.77,4,1,4.4000001,5.2399998,0,3,3,225.35001,313.89999,4.2677321,13.8384,19.360001,110131.05,CN(C)CCOC1=Cc2ccccc2Sc3c1cc(cc3)Cl
Trospium,10,-0.75999999,0.92000002,408.54999,46.529999,7,0,0.92000002,0.92000002,1,3,4,294.29001,405.76001,4.5991416,0.84640002,0.84640002,166913.09,CC[C@@H]1C[C@@H](C[C@@H]([N+]12CCCC2)C)OC(=O)C(c3ccccc3)(c4ccccc4)O
Lercanidipine,10,-7.5300002,8.04,611.72998,113.69,14,2,5.9099998,6.75,1,8,9,421.54001,619.01001,5.924716,27.039997,34.928097,374213.56,CC1=C([C@H](C(=C(N1)C)C(=O)OC(C)(C)C[N@](C)CCC(c2ccccc2)c3ccccc3)c4cccc(c4)[N+](=O)[O-])C(=O)OC
Physostigmine,10,-1.71,0.74000001,261.32001,44.810001,2,0,-0.75,0.050799999,1,4,5,178.00999,257.91,4.0839038,2.7556,0.5625,68288.148,CNC(=O)Oc1ccc2c(c1)[C@@H]3CC[N@]([C@@H]3N2C)C
Trandolapril,10,-3.8099999,3.97,430.54001,95.940002,10,0,1.01,0.44999999,2,6,8,297.72,425.16,4.6476979,3.2760997,1.0201,185364.7,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O
Carnitine,10,0.31999999,-4.1500001,204.24001,63.599998,6,0,-3.55,-3.55,1,4,5,147.83,239.25,3.0125649,12.6025,12.6025,41713.98,CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C
Dirithromycin,10,0.046700001,2.8399999,835.07001,196.33,16,3,0.79000002,1.99,5,16,21,618.77002,868.03003,6.0202818,0.62410003,0.62410003,697341.94,CC[C@@H]1[C@@]([C@H]2[C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)O[C@H]4[C@@H]([C@H](C[C@H](O4)C)N(C)C)O)(C)O)C)N[C@H](O2)COCCOC)C)(C)O
Oxymorphone,10,-1.74,0.89999998,301.34,70,2,0,-0.19,0.49000001,2,5,7,202.02,266.57001,3.212939,1.2544,0.0361,90805.797,C[N@@]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O
Dihydroergosine,10,-4.54,3.1500001,549.65997,118.21,5,2,0.85000002,1.6799999,3,6,9,370.42999,510.85999,5.6633358,0.057599999,0.72250003,302126.09,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C)NC(=O)[C@H]4C[C@H]5c6cccc7c6c(c[nH]7)C[C@H]5[N@](C4)C)O
Medroxyprogesterone_acetate,10,-4.9699998,4.1100001,386.51999,60.439999,3,0,4.1100001,4.1100001,0,4,4,287.42999,386.51999,4.0883474,16.892101,16.892101,149397.7,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C
Apomorphine,10,-2.4200001,2.1500001,253.3,52.490002,2,0,-0.14,0.68000001,3,3,6,171.14999,228.55,3.4458823,0.5776,0.0196,64160.891,c1cc2c3c(c1)-c4c(ccc(c4O)O)C[C@H]3NCC2
Cefoperazone,10,-5.6100001,1.4299999,645.66998,270.85999,10,2,-2.0799999,-2.28,4,13,17,393.42001,587.41998,5.9596791,1.9320999,4.3263998,416889.72,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](c2ccc(cc2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSc5nnnn5C)C(=O)O
Nimodipine,11,-3.23,1.52,376.35999,130.67999,8,0,0.44999999,-0.41,2,8,10,238.38,372.98999,3.9636412,1.4400001,0.20249999,141646.84,CC1=C([C@@H](C(=C(N1)C)C(=O)OCCOC)c2cccc(c2)[N+](=O)[O-])C(=O)O
Dextromethorphan,11,-3.22,4.1100001,271.39999,12.47,1,0,1.61,2.3900001,0,2,2,206.82001,266.95001,3.5988286,1.2544,2.5921001,73657.953,C[N@]1CC[C@]23CCCC[C@@H]2[C@H]1Cc4c3cc(cc4)OC
Tegaserod_maleate,11,-3.79,2.9100001,301.39001,85.290001,7,0,1.6900001,2.3900001,4,3,7,203.74001,316.95999,5.5241003,1.1881001,2.8561001,90835.938,[H]/N=C(/NCCCCC)\N/N=C/c1c[nH]c2c1cc(cc2)OC
Nelarabine,11,-1.97,-2.22,297.26999,148.77,6,2,-2.22,-2.22,4,9,13,178.00999,285.04999,3.6250188,5.1075997,4.9284,88369.445,COc1c2c(nc(n1)N)n(cn2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O
Oxymetazoline,11,-4.0100002,4.52,260.37,44.619999,4,0,2.53,2.55,2,3,5,204.77,290.23001,3.8902962,6.3504,6.4008999,67792.531,Cc1cc(c(c(c1CC2=NCCN2)C)O)C(C)(C)C
Acamprosate,11,0.47999999,-2.6300001,181.21001,91.849998,4,0,-6.1199999,-6.1300001,2,4,6,110.44,177.21001,2.9019866,35.880096,37.454399,32837.066,CC(=O)NCCCS(=O)(=O)O
Atorvastatin,12,-4.9899998,4.1300001,558.64001,111.79,14,1,1.83,1.03,4,5,9,374.89001,541.03003,5.4925499,7.8399997,3.3489001,312078.66,CC(C)c1c(c(c(n1CC[C@@H](C[C@H](CC(=O)O)O)O)c2ccc(cc2)F)c3ccccc3)C(=O)Nc4ccccc4
Melatonin,12,-1.75,-0.16,232.28,50.689999,4,0,-0.22,-0.16,1,3,4,159.14999,236.81,3.7170053,0.33639997,0.0484,53953.996,CC(=O)NCC[C@@H]1C=Nc2c1cc(cc2)OC
Propafenone,12,-3.6099999,3.9300001,341.44,58.560001,12,0,1.25,1.97,2,4,6,242.84,351.04001,4.5516777,0.80999994,1.5625,116581.27,CCCNC[C@@H](COc1ccccc1C(=O)CCc2ccccc2)O
GI-147211,12,-2.6400001,1.22,502.56,84.440002,3,1,0.0142,0.76999998,0,8,8,334.07999,461.73001,5.3021784,1.1449001,0.00020164,252566.55,CC[C@@H]1c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5cc6c(cc5c4CN7CCN(CC7)C)OCCO6
Dilevalol,12,-2.9400001,2.8699999,327.42001,69.559998,10,0,0.38,1.17,3,4,7,235.28999,336.89001,5.036438,0.0144,0.1444,107203.87,C[C@H](CCc1ccccc1)NC[C@@H](c2ccc(c(c2)C(=O)C)O)O
Adefovir,12,-1.83,-2.0599999,273.19,146.19,5,0,-5.6100001,-5.96,3,8,11,159.49001,258.39001,3.8697462,27.878403,31.472101,74632.781,c1nc(c2c(n1)n(cn2)CCOCP(=O)(O)O)N
Mercaptopurine,12,-2.53,0.31,152.17999,85.160004,0,0,0.31,0.31,2,4,6,89.860001,139.71001,2.3120718,0.096100003,0.096100003,23158.75,c1[nH]c2c(n1)[nH]cnc2=S
Chlorothiazide,13,-3.29,-0.22,295.72,135.45,1,0,-0.77999997,-1.49,2,5,7,152.28999,235.31,3.2636213,0.1024,0.60839993,87450.32,c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)NC=N2
Moexipril,13,-3.9000001,4.0500002,498.57001,114.4,12,0,1.02,0.49000001,2,8,10,341.28,498.39999,5.7086706,3.4225001,1.0403999,248572.05,CCOC(=O)[C@@H](CCc1ccccc1)N[C@H](C)C(=O)N2Cc3cc(c(cc3C[C@@H]2C(=O)O)OC)OC
Methysergide,13,-3,2.0699999,353.45999,57.5,5,0,1.14,1.78,2,3,5,251.75999,351.56,4.5554152,0.044099998,1.2996,124933.97,CC[C@@H](CO)NC(=O)[C@H]1C[N@]([C@@H]2Cc3cn(c4c3c(ccc4)C2=C1)C)C
Eprosartan,13,-5.6700001,4.96,424.51001,120.66,10,0,1.47,1.37,2,5,7,278.17001,415.39999,4.4405184,2.6896,2.1609001,180208.75,CCCCc1ncc(n1Cc2ccc(cc2)C(=O)O)/C=C(/Cc3cccs3)\C(=O)O
Nilvadipine,14,-4.1700001,1.72,385.37,134.24001,7,0,1.72,1.72,1,8,9,250.73,388.16,3.9492612,2.9584,2.9584,148510.03,CC1=C([C@@H](C(=C(N1)C#N)C(=O)OC)c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C
Lisuride,14,-3.5699999,3.28,338.45001,51.369999,3,0,1.61,2.4400001,2,2,4,237.69,338.29001,4.5401535,0.54760003,2.5921001,114548.41,CCN(CC)C(=O)N[C@@H]1C[N@@]([C@H]2Cc3c[nH]c4c3c(ccc4)C2=C1)C
